uid,fold,grade,markers,words,pred
48865a3aba52f6f4002066b7d7ec3dfb,0,4,3.7313432835820897,536,0
5ac9bcce72881583f1d8b79424287f08,0,6,1.4619883040935673,684,0
2dfa23189d46dc23f649bd2b0a97e37a,0,5,14.705882352941176,544,0
1ad84a9d011edb15f4689d010f139444,0,5,1.8416206261510129,543,0
53d6140baf4ed8540b7917183997aa98,0,5,0.0,707,0
3e829574f0dfc8066806c2e568b15a48,0,6,3.896103896103896,770,0
6b416c10d51ac40b9430235bced9d502,0,3,0.0,381,0
c60a41e91ee3bf82dfb3c909a846ee23,0,5,1.5408320493066257,649,0
5359f8d9f858fe5037df540da009540d,0,5,6.299212598425197,635,0
9f94719ee3d2d74fe3d9b2ae4e37303e,0,3,0.0,360,0
35af48e124bb3a6ea6e342e48617cd13,0,5,3.1645569620253164,632,0
fd6a3b57f3d32ba9916b2f78e571ba83,0,3,0.0,767,0
4d6901a02c9577f435f41d3496115b8e,0,2,5.025125628140704,199,0
07462a978b1f645c7df0aaba3ef6cc6b,0,5,7.416563658838072,809,0
9fd558902a6ce4aa476a22940d6510b2,0,6,0.9852216748768473,1015,0
b083a7f353f52963c24fce0fbf6acccf,0,4,9.090909090909092,440,0
907c8f3077b548956f81cb03a72473c8,0,4,3.5714285714285716,560,0
24468b485633b99a1730aafe048b0a5f,0,3,8.875739644970414,338,0
3b2a900387733c0275c6798853679f03,0,3,4.47427293064877,447,0
2541abafef2f5fd97612a5f70214f41a,0,4,4.464285714285714,448,0
d094193d4390783d6b4652303c5436ff,0,5,4.966887417218543,604,0
47e4e8156c25aa832ce1e6529dab7930,0,4,2.1739130434782608,460,0
c2040bc051ce1a57adc7e94d7a4d0a31,0,3,0.0,436,0
820dcae140a7661015dd1fbe955754f4,0,4,4.7095761381475665,637,0
fa9a7a5f14c9d22c9c421f625791432b,0,5,4.566210045662101,657,1
a5e44a0faa1d468256533fd3b66aa94f,0,3,1.6891891891891893,592,0
98a9774e1d0df3999ab00ee1821ca36a,0,5,10.380622837370241,578,0
85aa966f12fea9e087aecab8d54d4f8e,0,3,0.0,961,0
6643f151501bedd63521c0d9e7833a4e,0,5,3.6832412523020257,543,0
3ba69374685771ef2ea5b9cf31fe9551,0,3,2.336448598130841,428,0
b1ad9c75d85fb6923a03e0a82be45c70,0,4,0.0,516,0
a752bc9f0e07ea3cd7b96fa9763fa196,0,5,9.633911368015415,519,0
009947a10d14cf0788ee4c87dfe59018,0,3,0.0,345,0
7036864e1e7b72843314204a3273003c,0,5,5.291005291005291,567,0
1311007fcff9bdd382783dfaefcfcfac,0,4,5.847953216374269,513,0
d4410c602f97beac43e995f3be29d481,0,5,3.284072249589491,609,0
0b5fda8e66be4274f4c4ad0bc9fb8051,0,4,0.0,369,0
259219f0ee0d33f0c021a276da81dc65,0,3,4.854368932038835,412,0
99591bcb8a7b503a94c8a5ef431b4cb6,0,6,1.3054830287206267,766,0
63d9f7d19aa4615b3480f659c04ce03d,0,5,3.466204506065858,577,0
25e8bbe085bf2d584ce4fb1f7b04af91,0,4,9.111617312072893,439,0
5f102020c0bbd38311c0cad08d8e9094,0,3,1.7667844522968197,566,0
e4c828354890a92c13f3d420af56b288,0,4,2.5873221216041395,773,0
4bf0f5aed4993e1976ef8f806165aa4b,0,3,0.0,286,0
5245cee10911b3bd7cda016e408069ab,0,3,0.0,348,0
ef6dc3af8f302b83247e7c94e3466942,0,4,0.0,500,0
df7298a804750b62c7690469878cfb88,0,4,4.08997955010225,489,0
422788e6a77563a59a60e5382790ff86,0,6,0.0,919,0
965ee5734610c5b45730b3a0602e3402,0,3,4.545454545454546,220,0
c5cdb2dd4bf5f76399741781b1ef67fd,0,3,11.019283746556473,363,0
291dcb56b0f20737a3ef46949007a4b0,0,5,1.124859392575928,889,0
cfda8132a5d43dfe55cead28a7756d00,0,5,3.669724770642202,545,0
20e5eaba02a65ddb1037910cac450eb9,0,4,4.329004329004329,462,0
b6234d9342f21daff23bf836213689f1,0,4,3.4965034965034967,572,0
16c751f2da3c7d8e3986d36903c4f4c5,0,4,19.650655021834062,458,0
eda2503d1801a22c46f96da487a76e15,0,4,1.4903129657228018,671,0
6d3f7c4f4042fc599c4b725b6df19a79,0,4,0.0,486,0
3e03b43608096d929e0a0f32c21c6728,0,5,3.3444816053511706,598,0
624ace0e31b2dde3e98ab561c76350d1,0,5,5.58659217877095,895,0
327779a2a1139bfc4cce692b9b9986de,0,3,1.8214936247723132,549,0
6fe17941754a5221b74f354c1ea23f95,0,4,0.0,462,0
50c54d996d0e29ade12c44a8d154327d,0,5,4.415011037527594,453,0
64c92d047302ed728f525589203ff6cf,0,5,9.732360097323602,822,0
4f8acee61e4d654f4f3a816f1469b84b,0,4,7.590132827324478,527,0
76da992e4e5b95a592241e21f10b863a,0,6,8.391608391608392,715,0
1f8f6dc427e8b6643ab4389178cba756,0,5,4.484304932735426,446,0
aafcbd84707bb8c79cac20596a136a3b,0,5,1.6233766233766234,616,0
46995081aeb2342ccfe1b93f80c345ad,0,6,5.639097744360902,1064,0
acd24adeff4f9aa923614516c09f98e2,0,4,9.828009828009828,407,0
97402a82b3570723adcda26249ee8ffc,0,5,14.539579967689821,619,0
f141eb97e5e7d839c69e6f9ad7e0fdab,0,5,1.7152658662092624,583,0
8f81c3106c8ecdc3a2d8efa26e0439c4,0,4,0.0,360,0
413e6089acb80f6e053ec8e38b7513b9,0,6,1.6611295681063123,602,0
c4757ff1b6907572351fa2fbdfdfc49e,0,5,6.153846153846154,650,0
2cc5bbf8de3a2fcba2cb38c211be7f0c,0,4,2.0242914979757085,494,0
36d77a7c907ad6c3a227fdcf709fe086,0,5,0.0,514,0
b85d86379556dd992aa50276d559f512,0,2,22.123893805309734,226,0
0b024cd88f207ecdbf35c1c2076e84f4,0,5,3.285870755750274,913,0
e55df7ad1f1bd59e334c7093dcbab55c,0,5,5.471956224350206,731,0
511afb93ad6c7ca912808da62d1b77ec,0,3,3.2467532467532467,308,0
613531d1cc03026826685f45b4347a19,0,4,0.0,567,0
932cad54bc59814835b3e5afa842720b,0,4,4.464285714285714,672,0
9178fc45d72731a46b855419a3b9d966,0,4,0.0,1163,0
a9c8858e6f16089edb59f44bb874fa8a,0,6,3.6188178528347406,829,0
0f2fc2f0f754aadf55862f30aa8fcbfa,0,3,0.0,319,0
859b0e357ae79ce11239cc13a983d667,0,6,5.2854122621564485,946,0
b61fd5aea0c84609284cbbb32411dd9d,0,5,5.136986301369863,584,1
6ad7816990aca690a7373253361c3dd1,0,4,4.62962962962963,432,0
413d6e68cd98c416c99ca939ffb96ed1,0,6,5.518763796909492,906,0
309f62408f9e480bcf3667d83de295cb,0,6,2.6143790849673203,765,0
03962fa8ed22a64b3516464276f6d8f0,0,5,4.329004329004329,462,0
350d2ab298cfb6a11728206684425ad9,0,4,0.0,460,0
30157d37e844dd3879783e6962284175,0,3,6.8807339449541285,436,0
5eb49f00fa1bfd2749aa10615227ca58,0,4,0.0,924,0
0a42bcb60594cc842de9edf697995461,0,3,8.298755186721992,241,0
d5c8246aaa7df68299294f75dbdedf60,0,5,2.6212319790301444,763,0
a14941eed218a9f66ec5a9829ae45ce7,0,4,4.310344827586207,464,0
70e19e4817ca8b14f97cbc5cce3fab4c,0,4,1.8867924528301887,530,0
b8a7e77f89fb1ae99b2156706acaabb9,0,4,4.754358161648177,631,0
fba5346a45cf8707ee06b4ef33d7c201,0,4,3.0864197530864197,324,0
ef3954dfe0b9e22e556ee20d3e946a1c,0,4,0.0,819,0
eb3aadc5eb57ccb1ce6c7dcb493ecec9,0,3,0.0,248,0
586849472dd041de0b476b43eda17f4b,0,5,2.176278563656148,919,0
941b20797425deba20107015490ae044,0,5,1.5748031496062993,635,0
dc84b15ee15dd218c81cb27688543a88,0,3,0.0,356,0
c226940f30866e8c189a30e45e0fdb4b,0,3,2.314814814814815,432,0
b9fe055d0a943cfbbebeb0aa510d412b,0,3,0.0,512,0
19c97762d0cc9a031f84efa132a72461,0,4,5.597014925373134,536,0
57583ef64983b40dabf0da373d496243,0,4,0.0,476,0
de927114943a3e148b8c3f894cc6b0f8,0,4,1.5873015873015872,630,0
b055bbf1224d775fc800c639ff5317b4,0,5,2.7027027027027026,740,0
e091590c82a268d41cc217e78c515997,0,5,7.1022727272727275,704,0
f12785abe9f483b94f799ac49fb2b954,0,3,0.0,290,0
84899f156e316641c9f00bb3378df936,0,5,6.525285481239805,613,0
c510bed5b7073e58d2af263c91191eb7,0,4,1.1820330969267139,846,0
fa3161bd3f2f61d54f9f988c503e267d,0,6,6.423982869379015,934,0
b6e3f27e5b0bc6359d9990564e6b2c15,0,4,2.8694404591104736,697,0
3447058e53082a2004c426e56f00f372,0,3,0.0,386,0
e61e05e866cbc9ea856301cccc62e564,0,4,4.158004158004158,481,0
69cb617ddcad6e2e599cbc71c43b5317,0,5,16.216216216216218,370,0
7948d9d7631e82a81ea5f59cef34f0eb,0,5,0.0,829,0
2e87668efac59fb838f45a85f9299630,0,4,3.2467532467532467,616,0
a4289081249760aaeb5e81f2a838f36d,0,6,4.566210045662101,657,0
997e705d9744a45d5f4e9bb198f7c7cc,0,6,9.137055837563452,985,0
882636fe9c6465ecafc388b055e92bb0,0,5,1.455604075691412,687,0
f57c03a8c1e81666e0e4f87c99c87698,0,5,1.422475106685633,703,0
05b7c245150a86db3b51302380671ec1,0,5,2.8776978417266186,695,0
88ae7e2aed540edbf9ba4787770f91cc,0,3,7.575757575757576,264,0
586e6a3262aa36c3073185ce73936c31,0,4,2.7624309392265194,362,0
befecd06c16a5fc406a6725fed91b2d3,0,2,2.1551724137931036,464,0
a090981cef562c285ec36f164ec1b806,0,3,9.49367088607595,316,0
75345347cad1588946dc94063ef1f2de,0,4,3.194888178913738,313,0
ea329a98053e80495024064211d85a8a,0,3,1.8315018315018314,546,0
4aeb3a010516c465eced1585333d7b8f,0,6,2.044989775051125,978,0
1ac1749325721e5ffb57670d17f15a94,0,4,0.0,362,0
4fb9fdb900543ea084fe7701a9da6c54,0,4,5.208333333333333,384,0
610cf57a0dcda811cf937fbc0b1c218a,0,5,5.154639175257732,582,0
3d8528a6cabc676c89d7807ad2a25175,0,5,3.6832412523020257,543,0
97035d553c6df68df4867652edba774d,0,5,0.0,764,0
721ee59208d741d90a0f0f7708d4abe8,0,4,7.936507936507937,504,0
b45c7c59918718b07f7b631058619ae0,0,4,10.1010101010101,396,0
3e7bb891c6a66c0c3a470cb309c896b6,0,5,0.0,656,0
ceb0efc4347d67785016dabd19adcaa5,0,4,0.0,768,0
7e26657536232dc5034ebce17a63a560,0,6,3.4285714285714284,875,0
9be9aa071d0013da5c12998641966ceb,0,5,12.455516014234876,562,0
f7ba7b602c815668a040723760f6cf74,0,3,0.0,273,0
a2f518b68e85a90660c51ea8e5af4fee,0,4,5.763688760806916,347,0
9191fd1618f91189bea7dfd8857a6b4b,0,3,0.0,285,0
6b0a6f850dea88568a6aaeb7745370c2,0,4,0.0,465,0
ae1afb1b8a24b4192edf6a1b9a8b5b19,0,4,0.0,492,0
3f1d711e963c589361a659ee93bc460d,0,6,4.310344827586207,696,0
bef956b3aba625646b3d3dcee01b1c50,0,3,0.0,287,0
667ae28f5d9c6cf730ad56b805ad4eb2,0,6,8.565310492505354,934,0
518070f979c371dcb2f0a1e7bf69b933,0,6,8.754863813229573,1028,0
7edb9cbf0e07a7f8bc317b4c4f1cd4ce,0,5,3.502626970227671,571,0
1f75d2936c5ff2f0cecde7183f5aa020,0,6,2.677376171352075,747,0
fa500a669176c7788481664d7c0b2b27,0,6,1.1862396204033214,843,0
2459cef590ba687400c4d085f567b2bc,0,4,0.0,548,0
89e14e7de1a45ff70fa82352156678c4,0,4,3.6363636363636362,550,0
d751bf8bc993fcf81af90dedf651ffe7,0,5,3.816793893129771,524,0
7f22517b671407338d8fd2be5cedbd80,0,4,9.70873786407767,412,0
2d3caedb9d029500e1a9d6e9b641714f,0,2,2.6246719160104988,381,0
f2ad038a4f3ae37029f644950b43e20a,0,5,0.0,483,0
1f8b276de690771b65e5a2c91d01c53d,0,6,1.4727540500736378,679,0
b1d190d25d5a7d86f76591399b5385f9,0,6,2.5380710659898478,788,0
7dd8ebd4b6ca30db9a072711e63f0019,0,5,3.3783783783783785,592,0
df3d042e226584f24532cbb832dc2d4c,0,5,5.30035335689046,566,0
f52fa2ba71ae181f34fa2212852abb0b,0,6,8.105369807497468,987,0
652f9b81cb3c7838d6a0212d9f5b953e,0,3,1.044932079414838,957,0
6c565fb395c2187d8684080443d4c2cb,0,5,9.77198697068404,614,0
0ebaddf916ad9cf889b5322378b9e4f2,0,5,6.688963210702341,598,0
d75a6fbc322fca7a825f9434669bb90b,0,4,4.672897196261682,642,0
816ee090184c3d84fc9339ee6093ee03,0,4,1.8484288354898337,541,0
5c004784eab4794df44f691b82196813,0,5,6.4,625,0
d3c0a3f173ddba75ab9407a7baf0dc9b,0,6,3.787878787878788,792,0
70389099be146b55ec5bafbdd88f9713,0,5,3.6363636363636362,550,0
05351f8a32cc5b94216f6dd15592bd7a,0,6,1.7953321364452424,557,0
52bdef46ca402d0858ba79e7fffd8e73,0,3,0.0,294,0
e633217ecd2ee52c8f62d8cdce1524bd,0,6,5.574136008918618,897,0
1b62c4d6ae9752a886c83a2e6e795551,0,5,1.6891891891891893,592,0
90115cc6601fcc94f8e4f2fc95e11aeb,0,5,0.0,819,0
851ee8582693ebb87127788753d7a7ca,0,5,12.048192771084338,581,0
6be765936374223fecc524e36625eaf0,0,4,0.0,296,0
250dbcdc82d34cfe8bffb09d7116b458,0,4,3.236245954692557,618,0
9567b4ee6fb118d4fc6526051f9dd708,0,4,0.0,372,0
7d98a4a65c8d8f51835524d4422234b1,0,5,1.1737089201877935,852,0
11e9103ab0e89a6b2aa74f69a6519dbd,0,3,0.0,298,0
1f2b171a2d4db9020cbe271d8995d865,0,4,1.4771048744460857,677,0
f6ecb0cf7eceb861e46b7e0eeb197772,0,5,2.280501710376283,877,0
473f01c7913bc334aee7ab5bb1eb26b1,0,4,2.7027027027027026,370,0
5a62a6ebe97df4b0a8af290620abe413,0,5,7.183908045977011,696,0
55cb0178f3661e6bf8478e212cbe8b2b,0,5,0.0,574,0
9f74904aea1174ecd03fcda68bcda487,0,4,2.05761316872428,486,0
cf34cd0040c536792a0fa41a01b14cec,0,5,2.728512960436562,733,0
17d5bd61792b36cf19e9b58b83663a6a,0,4,2.3696682464454977,422,0
d257a008830816c68bf1e5fe917128c2,0,6,5.2356020942408374,955,0
9096a08df97d295b89c15f6737436121,0,5,4.975124378109452,603,0
ba8a7522cdd060bf8870642458785e1e,0,3,3.067484662576687,326,0
180367c4c68eff641d54101149c82def,0,5,0.0,626,0
425f0e0ffc4caa0e2d36482bdf510d68,0,6,0.0,630,0
60793d0ccfa582b9656417e80e4ce3a9,0,4,0.0,511,0
389fbab683b2b4e583dadd25ebdfe28c,0,3,3.663003663003663,273,0
8e65e3e7c97f27f005112e033c0866a6,0,5,6.134969325153374,652,0
e18a11919bad86c81b6a8e15008763f5,0,4,3.9447731755424065,507,0
4f21ee68451b72ef56f79c4dd6f185e3,0,2,0.0,206,0
ae58fe65da16d7c1472136831af731c5,0,6,3.5335689045936394,849,0
1d486e9ef3f1eb14374e9e2b82ff75c9,0,3,0.0,565,0
bf3e5d1c101b77b1b7b9ddbbd90399dd,0,6,0.0,878,0
893b16dd9ed95481546649b65b7725ba,0,5,9.541984732824428,524,0
b221c19686a0071083b2e17fb199ffc6,0,4,0.0,391,0
51f07e493a9aec4b2e0616989d0bf309,0,5,6.644518272425249,602,0
f98922eab4a10f82b2942044ac8bc46f,0,6,7.8125,1024,0
e9ec51f49d0a8147ae3d1028d232af21,0,3,4.524886877828054,221,0
7b408c4b80ab902c25f9799f29d1071e,0,5,0.0,807,0
bf4931150a5ebbbf49a63a38b341607f,0,6,3.3557046979865772,894,0
9f34a33ff9c6f1369626635beece26ba,0,6,5.045408678102926,991,0
d66baea8f80f221488f6cdb1b363c882,0,2,0.0,269,0
716157b7e9f08a2e18cb7ba037cb1c68,0,5,1.6420361247947455,609,0
a234ae52b0f7cca5254529cbc0d9f94d,0,4,7.518796992481203,532,0
12cb4448aab4407e76948bb952081b60,0,3,0.0,251,0
f377846a57c813381e752f7ac1552fee,0,3,0.0,397,0
d10db64af865b84e7aaaf001c8a05c62,0,3,5.58659217877095,358,0
5fdf41361bad49ae6de636221e2743c1,0,6,2.525252525252525,792,0
6c56771abb6a238a9d0300ae521471ed,0,5,0.0,525,0
e76a2cb7caa910e3ef6e03d50abefe3a,0,5,0.0,535,0
79f52fabda0cb1f36000c69eecbff3e1,0,3,0.0,457,0
b2beefdcf96edb849b589fe78016474f,0,5,0.0,793,0
dc33667f4e75bac1c2ee4e64f49ae930,0,4,0.0,333,0
c1f1f4bedc8bce8e4bd1896fa433b4b1,0,6,1.829826166514181,1093,0
f34df1906774c9d23f7606d2f1a3c338,0,5,4.801920768307323,833,0
0f0a49e91cabce2fdad884e276f98a58,0,5,1.9267822736030829,519,0
1c4c0e5832d204b8de02c1efb7863029,0,4,2.074688796680498,482,0
597ddd300ca63d75d53af623316b086e,0,6,2.444987775061125,818,0
2fe3a3efd4ace5c0c23266c3b7681d00,0,3,0.0,473,0
2bc6f1575f77810c86428f077262ebe2,0,3,1.1389521640091116,878,0
a7dabe83420ac364cccab1e5047544df,0,5,7.722007722007722,777,0
28363d69cff02d12cbca69d8968c52df,0,5,0.0,695,0
06385c3d3d507a191d8fb5d1c4413e1e,0,5,3.372681281618887,593,0
3b11dd77d931cd695453beb9e712a00e,0,4,4.3383947939262475,461,0
550b72b564a03156a445ff8095f3cb2f,0,5,0.0,483,0
f6c717df7273c62b487fd0b7868c860e,0,5,2.789400278940028,717,0
2624af8a7287376a4270a57d7e82438a,0,4,0.0,637,0
f1079f27ab8b3f889a12799e20251891,0,6,6.979062811565304,1003,0
4eeee82d686034944d338651b97a19e3,0,5,0.0,608,0
59c902cd168b91d8cbb36e75ee586d36,0,5,0.0,770,0
dc0bf9cb4a17f04cf941f21443c88f06,0,5,3.9603960396039604,505,0
fbdf6ef4b5c1339523ef0252443c7d62,0,4,2.1164021164021163,945,0
06a63cfae5f900fffe5b7795dc67c9a3,0,5,1.0615711252653928,942,0
c38b94259c18362f46f6cc8b067676e6,0,4,1.937984496124031,516,0
f8547fbf13eab06e06c4ec5ee2a01a50,0,4,18.6046511627907,430,0
fa455b28c9e9019ee56d98e97aaf9406,0,6,3.179650238473768,629,1
3b9139104aeee96c81f167a805501aeb,0,5,3.134796238244514,638,0
0b47cfbafaf964526d17919a289c7f6e,0,4,0.0,323,0
4c00a3d475fcf42905e831e3b8c2dde0,0,3,0.0,282,0
0ce620c523f53fdbebc8b4c84a9c6871,0,5,3.3557046979865772,894,0
01a754328d3b5d3c7678c6ac76708d2b,0,5,0.0,698,0
716ad3b6810babc833af3552ed856b24,0,4,0.0,539,0
c24568f331b0a9dc2da8062605b4a70f,0,5,6.896551724137931,580,0
fd29b37dc30d03c0f09812a155494012,0,6,3.003003003003003,666,0
4382938c00c56ed504d30d09bb77b1ba,0,5,1.2953367875647668,772,0
26eaed0c54b1e6211c6b27b57258abe0,0,5,2.0366598778004072,491,0
47cecc501464b217451ca694a1d8f137,0,5,4.7095761381475665,637,0
d27899937c61e649feaa08f3610a8713,0,4,23.80952380952381,420,0
580084cf9828a6c677c6d4e0fbacaba3,0,5,2.805049088359046,713,0
b1684aed4f3d5f43e53afc4179221868,0,4,3.367003367003367,297,0
c24288b274accd01ac7ea013f47018b8,0,6,1.937984496124031,1032,0
d4f36ca0c35043384505aa6f21910dfb,0,4,0.0,565,0
f019d3d9192e69cea8cd8382459a9b7c,0,3,0.0,1071,0
2d4fc8def2ff1a555985efb283f980ce,1,4,1.6129032258064515,620,0
bf35c41a7044a9a1bf647055cd143c1c,1,4,0.0,536,0
56bb30bd81ad55662eb25e5a015d5ab3,1,2,0.0,335,0
f79f9b26b9028da3d654008f29c2e7a5,1,2,0.0,278,0
644e90560700b4c8118163fbad42886a,1,3,2.9154518950437316,343,0
223241fb8f9d5fe919b58291212e31c6,1,4,1.949317738791423,513,0
c3b697ae2cee3d300bf6b6daf60be598,1,4,0.0,525,0
06f47980129f47e8ab10a6cffe100a14,1,3,2.5188916876574305,397,0
7bd4bac5324ea4c4c344b57b3a037a53,1,2,0.0,338,0
e71a156a28c74f20016c12ba4e70d575,1,3,2.232142857142857,448,0
8cbb157e00f0ee94e4d76f4ffe64634d,1,3,8.264462809917354,363,0
557c5ea313544cf57c9f54b9b2a3831d,1,1,0.0,359,0
0285e7ad6cbb5de85271a8282858619d,1,4,8.720930232558139,344,0
5ba9ae1c7b2ab5604fe84d62b00b11ae,1,3,9.280742459396752,431,0
c210e044a3ccbfed32254d37c6f28d85,1,4,1.492537313432836,670,0
861172d4971dd2a5e2279e91ad7bc9b5,1,2,0.0,328,0
c1d065a0c8753bc27761c7902d57854f,1,2,2.242152466367713,446,0
cef2ff1bbf39e7fffc4aaee4827dba0d,1,2,0.0,760,0
4910d37d5e77df8b1a2b8375a0fafa99,1,4,1.6260162601626016,615,0
0a629f3838d17dfac2cbdfef8990616c,1,2,0.0,292,0
8205f6bf12f16992fed19766f618aac9,1,1,0.0,274,0
9c603f6423738c51b1cb8884d8c745b1,1,3,0.0,281,0
ad30d2bf87842119e3d4f0a310ebb1a8,1,4,2.3980815347721824,417,0
bea15e24cd54546b445eaa4f747c2f1a,1,4,0.0,571,0
99c0b231df3e7fafc15c11a892ef274f,1,3,0.0,428,0
9074cf52cf8dd7c4ccfe1f088f98d1f1,1,4,0.0,479,0
c289a4c51b59a811e1a21d7c7a8cfce6,1,1,3.3557046979865772,298,0
b828873396aa420e312d32aafdb0dcd4,1,3,8.620689655172415,348,0
b3078b0e6af5f9eb26e301fd140c1ad3,1,3,0.0,463,0
4903d6a0923d95f43367b6bd2ec967f2,1,4,4.545454545454546,440,0
52545ef7661fe70309a0acfb881dfef3,1,3,0.0,329,0
955184c67cc5624a151d1f325e84ea18,1,4,2.232142857142857,448,0
9cc211a5881038966a610ff234b3901d,1,3,0.0,372,0
4763a397167f0bd89e4f9b476ac0a0a1,1,4,0.0,425,0
2cb7a22f04d3bcba19774ab9cdf57a3c,1,4,0.0,386,0
a6451ea1e9d3c00926bd5fd32ed707a2,1,2,0.0,243,0
f347b6fb05e239aa085f22d27ee34ebf,1,3,0.0,437,0
ef6787bac12c53976244e4d09ad596ba,1,3,0.0,368,0
4c20174c2e0e007e52ab07920db9fe9f,1,1,0.0,536,0
c3061ea744d15df7d58ff6504db1a56e,1,3,2.5188916876574305,397,0
f9956216beb2c97b75133d56a6fe11d3,1,3,4.62962962962963,432,0
7f830cc00b3f8e34860a1fe538029482,1,3,2.0242914979757085,494,0
316381b162337bf3380525820fa42221,1,3,1.3605442176870748,735,0
7b90b608edf7fc20db46c842d2fa4510,1,5,4.189944134078212,716,0
4a04a15f795998f9f907d054b76c0038,1,1,0.0,209,0
c9cf8da80626aa925dab6c695778aec5,1,4,8.561643835616438,584,0
23aad74d64cc5c3b3555cf060e5e2b5c,1,4,3.466204506065858,577,0
5936508b5ccb5687147a5c8070df0c07,1,3,2.932551319648094,341,0
93666c653b4858a5fc8ab1e9b3fe88eb,1,2,2.506265664160401,399,0
e6737973034e328917e05022033d4375,1,2,1.8281535648994516,547,0
a762c3a73afbda9e7bbb04b744f80b24,1,2,0.0,272,0
0997627312bca479aecfdeff0215169b,1,2,1.6835016835016836,594,0
8a2684bf07bc5c9695c9ca235cd4941d,1,5,1.7761989342806395,563,0
04032e124d5ac575193c99f3a29976c7,1,3,0.0,340,0
830460dadea0e2921e999a91f2be078c,1,3,1.663893510815308,601,0
ae7a89ab1517feea02c26a8122a4a0e0,1,4,2.4096385542168677,415,0
5ac0b462859a144cbcbc3720b68e71ad,1,4,0.0,584,0
d9829652a9027a0294ed157a5916161a,1,5,0.0,493,0
90329686009b6571edb829102bacf49e,1,4,0.0,411,0
28059c83a9f4a791db756d19b4900e52,1,4,2.793296089385475,358,0
0a82c16208686271046de32c20a35bcc,1,4,4.366812227074236,458,0
3603e86b0523f9ed189aafbda84422df,1,3,2.493765586034913,802,0
38244d51fc951b4dfd7098f85521caa2,1,3,2.1367521367521367,468,0
9b9a88510c512e0f922fa7da5cb50c71,1,2,2.6737967914438503,374,0
3555e769fe6e884441dcffa406354d19,1,2,0.0,251,0
bc2f3e770109800c0c36a9a220052d86,1,3,3.717472118959108,269,0
e5e55cbbd4101bbecc95a2e40c686ab7,1,1,3.2051282051282053,312,0
9ab03906a53cc8780dbc278dd6d30723,1,1,0.0,247,0
239cb0ae26060c493c6ac0adafc408bf,1,4,7.889546351084813,507,0
7b3dea84748bcab665fc20d731dab3d9,1,2,3.8461538461538463,260,0
69870296ce098f252c39f15c5444f6af,1,3,0.0,507,0
9ba9b540ba6b459eb4c313fac5b0f6e5,1,4,0.0,580,0
557ba6bba8b0d4da82708702debf98aa,1,3,2.7027027027027026,370,0
6af83cf46218fcdfe44bd595dedd54a7,1,3,8.281573498964804,483,0
5d3516f913f9af2e7d1c933857b91052,1,2,0.0,225,0
778919662b168168e602c7c85003b4f8,1,4,2.0242914979757085,494,0
57347dc67e1ea338b121b66adbda0364,1,4,0.0,581,0
b7354c82315b6bbf3175f275a3cd7410,1,4,2.9673590504451037,337,0
4b5a843f181cb97f35ba87cffa863535,1,4,0.0,527,0
69aed2946c1a471a2041b63c850dbfdc,1,4,2.150537634408602,465,0
b07bfc99dcd8f26815fc0ea026e4f9ca,1,3,5.167958656330749,387,0
9e83c4823459a255c2db53f9e7fdd369,1,4,0.0,438,0
586aae67b312836c87ac389a40341208,1,3,1.6129032258064515,620,0
8830a4265c43b5ef331edb0ebd13eb96,1,4,1.8484288354898337,541,0
342de33353e456c4ed9b811bd9c5b4c7,1,5,2.277904328018223,878,1
e81a2fee6b6f61c7a685b78bbd1f6d8f,1,3,0.0,536,0
a4b584dca16de5f1056647eb76ff9935,1,1,0.0,674,0
e0024890dbf7490532fbad68ec846e8d,1,5,3.7383177570093458,535,0
ab867264a2ec433cca833e9ec3598e7e,1,2,2.570694087403599,389,0
f965a655fda1e6a88c4fa611c4925ce9,1,3,0.0,309,0
c41db2bf8f85dafa984ddd8d0f9b0a14,1,4,2.0661157024793386,484,0
49c5a6df88e17ee778bb6be96b9fdaff,1,4,4.2979942693409745,698,0
918cf9648e98379b918844060ade69f5,1,3,0.0,574,0
5f3f794f8e50579010ce6bff7d9f4bde,1,2,0.0,504,0
9ff1bd2f84b7f965ccc222ec8a3b8bed,1,3,0.0,307,0
afea15cde81d1092ade3b1d80033f776,1,2,0.0,511,0
6ad30b049fe4006920dd4c533bdc0065,1,3,0.0,662,0
84ed1968ee0392a1f660ced01a90346c,1,5,1.4705882352941178,680,0
bd9f46c0774b949b38f4cbb0b5545b2e,1,4,1.5723270440251573,636,0
238afc53809be469c306af52606c1ced,1,3,0.0,352,0
0ff3b65f1ff800091e6ff0a149075c4f,1,4,1.9120458891013383,523,0
988829f241fc470a9e2e069ed6c0af97,1,3,2.4732069249793898,1213,0
18a06e82ad2b86757c7d3a64b789b5bd,1,3,1.597444089456869,626,0
9526e72ed29e156ef3efc139651eb7cd,1,2,2.070393374741201,483,0
ae6707eb15978e2988bf7c744caf8618,1,4,2.347417840375587,426,0
cf407499676dcdf97d33953ad7b9a4ad,1,1,3.5335689045936394,283,0
e99cf1bb8f8e0ea524153fa80817d6e3,1,3,2.4691358024691357,405,0
22d5f3d4169afb91cb61253eabdecf37,1,4,0.0,483,0
37455656cbd870c21dd6c7c4c2dc1b79,1,4,0.0,684,0
cbd6f49d2e256836a106f916f27df8e2,1,2,2.506265664160401,399,0
